# FrenchMaster cards source (tab-separated)
## columns: id	french	english	partOfSpeech	grade	unit	gender	examUsage	tags	examples
# examples format: french=>english || french=>english

g10s1_01	bonjour	hello / good morning	phrase	G10S1	1		Formal greeting used in written and oral exams as opening.	greetings|basic	Bonjour, comment allez-vous ?=>Hello, how are you? || Bonjour à tous !=>Good morning everyone!
g11s2_118	une cuisine	a kitchen	noun	G11S2	118	feminine	Room where food is prepared and cooked.	home|places	Maman prépare le déjeuner dans la cuisine.=>Mom is preparing lunch in the kitchen. || La cuisine est moderne.=>The kitchen is modern.
g11s2_119	une salle de bains	a bathroom	noun	G11S2	119	feminine	Room for personal hygiene (sink, shower, bath).	home|places	Je me douche dans la salle de bains.=>I shower in the bathroom. || La salle de bains est occupée.=>The bathroom is occupied.
g11s2_120	les tâches ménagères	household chores	noun	G11S2	120	feminine	Routine work done around the house.	home|chores	Je déteste faire les tâches ménagères.=>I hate doing household chores. || Qui fait les tâches ménagères chez toi ?=>Who does the chores at your place?
g11s2_121	une maison	a house	noun	G11S2	121	feminine	A standalone residential building.	home|places	C'est une grande maison avec un jardin.=>It's a large house with a garden. || Bienvenue dans ma maison.=>Welcome to my house.
g11s2_122	une décoration	decoration	noun	G11S2	122	feminine	The act of decorating or ornaments used.	home	La décoration de sa chambre est sympa.=>The decoration of his room is nice. || Elle s'occupe de la décoration.=>She takes care of the decoration.
g11s2_123	emménager	to move in	verb	G11S2	123		Regular -er verb. Used when starting to live in a new home.	verbs|home	Nous allons emménager dans notre nouvelle maison.=>We are going to move into our new house. || Quand vas-tu emménager ?=>When are you moving in?
g11s2_124	déménager	to move out	verb	G11S2	124		Regular -er verb. Used when leaving a home.	verbs|home	Mon voisin va déménager le mois prochain.=>My neighbor is going to move out next month. || Déménager est fatigant.=>Moving out is tiring.
g11s2_125	louer	to rent	verb	G11S2	125		Regular -er verb. Used for apartments, houses, or cars.	verbs|home	Ils veulent louer un appartement près du centre.=>They want to rent an apartment near the center. || On a loué un film.=>We rented a movie.
g11s2_126	partager	to share	verb	G11S2	126		Stem-changing verb (partageons).	verbs	Je partage ma chambre avec mon frère.=>I share my room with my brother. || Elle partage ses bonbons.=>She shares her candies.
g11s2_127	nettoyer	to clean	verb	G11S2	127		Stem-changing verb (y -> i).	verbs|home	Il faut nettoyer la cuisine après le repas.=>The kitchen must be cleaned after the meal. || Je nettoie mes lunettes.=>I am cleaning my glasses.
g11s2_128	loger	to stay / reside	verb	G11S2	128		Stem-changing verb (logeons).	verbs|travel	Nous allons loger dans un hôtel.=>We are going to stay in a hotel. || Où logez-vous ce soir ?=>Where are you staying tonight?
g11s2_129	décorer	to decorate	verb	G11S2	129		Regular -er verb.	verbs|home	J'aime décorer ma chambre avec des affiches.=>I like to decorate my room with posters. || Elle décore le sapin.=>She is decorating the tree.
g11s2_130	repasser	to iron	verb	G11S2	130		Regular -er verb.	verbs|home	Ma mère repasse les vêtements le soir.=>My mother irons the clothes in the evening. || Je déteste repasser.=>I hate ironing.
g11s2_131	se coucher	to go to bed	verb	G11S2	131		Reflexive verb for daily routine.	verbs|daily routine	Je me couche à 22 heures.=>I go to bed at 10 PM. || Ils se couchent tard le week-end.=>They go to bed late on weekends.
g11s2_132	se brosser	to brush (teeth/hair)	verb	G11S2	132		Reflexive verb used with body parts.	verbs|daily routine	Je me brosse les dents après chaque repas.=>I brush my teeth after every meal. || Elle se brosse les cheveux.=>She brushes her hair.
g11s2_133	se lever	to get up	verb	G11S2	133		Reflexive, stem-changing verb (e -> è).	verbs|daily routine	Je me lève tôt le matin.=>I get up early in the morning. || À quelle heure te lèves-tu ?=>What time do you get up?
g11s2_134	ressembler à	to look like / resemble	verb	G11S2	134		Requires the preposition 'à'.	verbs	Il ressemble beaucoup à son père.=>He looks a lot like his father. || Ce nuage ressemble à un chien.=>This cloud looks like a dog.
g11s2_135	se préparer	to get ready	verb	G11S2	135		Reflexive verb for getting ready for the day or an event.	verbs|daily routine	Je me prépare pour aller au lycée.=>I'm getting ready to go to high school. || Prépare-toi vite !=>Get ready fast!
g11s2_136	accrocher	to hang up	verb	G11S2	136		Regular -er verb used for paintings, coats, etc.	verbs|home	On peut accrocher le tableau au mur.=>We can hang the painting on the wall. || Accroche ton manteau.=>Hang up your coat.
g11s2_137	meublé(e)	furnished	adjective	G11S2	137		Describes a home that includes furniture.	adjectives|home	L'appartement est loué meublé.=>The apartment is rented furnished. || Je cherche un studio meublé.=>I'm looking for a furnished studio.
g11s2_138	composé(e) de	composed of	adjective	G11S2	138		Used to describe the makeup or parts of something.	adjectives	La maison est composée de trois chambres.=>The house is composed of three bedrooms. || Ce groupe est composé de six musiciens.=>This group is composed of six musicians.
g11s2_139	quotidien(ne)	daily	adjective	G11S2	139		Describes things happening every day.	adjectives|time	Ma routine quotidienne est simple.=>My daily routine is simple. || Je lis le journal quotidien.=>I read the daily newspaper.
g11s2_140	ou	or	conjunction	G11S2	140		Connects two alternatives.	conjunctions	Tu préfères le bleu ou le rouge ?=>Do you prefer blue or red? || On y va à pied ou en voiture ?=>Are we going on foot or by car?
g11s2_141	d'abord	first / firstly	adverb	G11S2	141		Used to sequence events in time.	adverbs|time	D'abord, je me lève, puis je me douche.=>First, I get up, then I shower. || D'abord, finis tes devoirs.=>First, finish your homework.
g11s2_142	pratique	practical / handy	adjective	G11S2	142		Describes something useful or easy to use.	adjectives	Ce sac est très pratique pour voyager.=>This bag is very practical for traveling. || C'est une invention pratique.=>It's a practical invention.
g11s2_143	important	important	adjective	G11S2	143		Describes something significant or necessary.	adjectives	C'est un rendez-vous très important.=>It's a very important appointment. || L'eau est importante pour la santé.=>Water is important for health.
g11s2_144	cher/chère	expensive	adjective	G11S2	144		Used for high price; also means 'dear'.	adjectives|shopping	Cette voiture est trop chère pour moi.=>This car is too expensive for me. || Ce bijou est très cher.=>This piece of jewelry is very expensive.
g11s2_145	faire le ménage	to do housework	phrase	G11S2	145		Refers to general home cleaning activities.	verbs|home	Je fais le ménage le samedi matin.=>I do housework on Saturday mornings. || Il aide sa mère à faire le ménage.=>He helps his mother do the housework.
g11s2_146	pour	for / in order to	preposition	G11S2	146		Expresses purpose or destination.	prepositions	Je travaille pour réussir.=>I work in order to succeed. || Ce cadeau est pour toi.=>This gift is for you.
g11s2_147	en haut	upstairs / at the top	adverb	G11S2	147		Refers to the upper level of a building or object.	adverbs|places	Ma chambre est en haut.=>My bedroom is upstairs. || Regarde tout en haut de la montagne.=>Look at the very top of the mountain.
g11s2_148	en bas	downstairs / at the bottom	adverb	G11S2	148		Refers to the lower level of a building or object.	adverbs|places	Le salon se trouve en bas.=>The living room is located downstairs. || Il m'attend en bas de l'immeuble.=>He is waiting for me at the bottom of the building.
g11s2_149	un bureau	a desk	noun	G11S2	149	masculine	Furniture for working; also refers to an office.	home|objects	Mon ordinateur est sur mon bureau.=>My computer is on my desk. || Il travaille dans son bureau.=>He is working in his office.
g11s2_150	un tiroir	a drawer	noun	G11S2	150	masculine	Sliding compartment in furniture.	home|objects	Mes chaussettes sont dans le tiroir.=>My socks are in the drawer. || Ouvre le tiroir du haut.=>Open the top drawer.
g11s2_151	un lit	a bed	noun	G11S2	151	masculine	Furniture for sleeping.	home|objects	Mon lit est très confortable.=>My bed is very comfortable. || Je fais mon lit chaque matin.=>I make my bed every morning.
g11s2_152	un canapé	a sofa / couch	noun	G11S2	152	masculine	Long upholstered seat for multiple people.	home|objects	Asseyons-nous sur le canapé.=>Let's sit on the sofa. || Le canapé est en cuir.=>The sofa is made of leather.
g11s2_153	un fauteuil	an armchair	noun	G11S2	153	masculine	Comfortable chair with armrests.	home|objects	Mon grand-père aime lire dans son fauteuil.=>My grandfather likes to read in his armchair. || Un fauteuil très confortable.=>A very comfortable armchair.
g11s2_154	un range-CD	a CD rack / holder	noun	G11S2	154	masculine	Object used to store compact discs.	home|objects	Je range mes disques dans le range-CD.=>I organize my discs in the CD rack. || Le range-CD est plein.=>The CD rack is full.
g11s2_155	une table de chevet	a nightstand	noun	G11S2	155	feminine	Small table placed next to a bed.	home|objects	Ma lampe est sur la table de chevet.=>My lamp is on the nightstand. || J'ai un livre sur ma table de chevet.=>I have a book on my nightstand.
g11s2_156	une armoire	a wardrobe / cabinet	noun	G11S2	156	feminine	Large furniture piece for storage.	home|objects	Je range mes vestes dans l'armoire.=>I store my jackets in the wardrobe. || L'armoire est très ancienne.=>The cabinet is very old.
g11s2_157	une garde-robe	a wardrobe (closet)	noun	G11S2	157	feminine	Specifically the place where clothes are stored.	home|objects|fashion	Elle a une garde-robe immense.=>She has an immense wardrobe. || Je dois ranger ma garde-robe.=>I need to organize my wardrobe.
g11s2_158	une chaise	a chair	noun	G11S2	158	feminine	Basic furniture for sitting.	home|objects	Il y a quatre chaises autour de la table.=>There are four chairs around the table. || Tire une chaise et assieds-toi.=>Pull up a chair and sit down.
g11s2_159	des étagères	shelves	noun	G11S2	159	feminine	Horizontal surfaces for storage.	home|objects	Mes livres sont rangés sur les étagères.=>My books are organized on the shelves. || Fixe les étagères au mur.=>Fix the shelves to the wall.
g11s2_160	un réveil	an alarm clock	noun	G11S2	160	masculine	Device used to wake someone up.	home|objects|time	Mon réveil sonne à 6h30.=>My alarm goes off at 6:30. || J'ai besoin d'un nouveau réveil.=>I need a new alarm clock.
g11s2_161	un lampadaire	a floor lamp	noun	G11S2	161	masculine	Tall lamp that stands on the floor.	home|objects	Le lampadaire éclaire tout le salon.=>The floor lamp lights up the entire living room. || Allume le lampadaire.=>Turn on the floor lamp.
g11s2_162	un tapis	a rug / carpet	noun	G11S2	162	masculine	Fabric covering for the floor.	home|objects	Il y a un beau tapis bleu au sol.=>There is a beautiful blue rug on the floor. || Le tapis est doux.=>The carpet is soft.
g11s2_163	un rideau	a curtain	noun	G11S2	163	masculine	Fabric hung to cover a window.	home|objects	Ferme les rideaux pour dormir.=>Close the curtains to sleep. || Les rideaux sont en lin.=>The curtains are made of linen.
g11s2_164	un tableau	a painting / board	noun	G11S2	164	masculine	Art hung on walls or a chalkboard/whiteboard.	home|objects|art	Ce tableau est magnifique.=>This painting is magnificent. || Écris la réponse au tableau.=>Write the answer on the board.
g11s2_165	une lampe	a lamp	noun	G11S2	165	feminine	Device that provides light.	home|objects	Allume la lampe, il fait sombre.=>Turn on the lamp, it's dark. || C'est une petite lampe de bureau.=>It's a small desk lamp.
g11s2_166	une affiche	a poster	noun	G11S2	166	feminine	Printed paper for decoration or advertising.	home|objects|art	J'ai une affiche de mon film préféré.=>I have a poster of my favorite movie. || L'affiche est collée sur la porte.=>The poster is stuck on the door.
g11s2_167	une corbeille à papier	a wastepaper basket	noun	G11S2	167	feminine	Bin for paper waste.	home|objects|school	Jette tes vieux papiers dans la corbeille.=>Throw your old papers in the wastebasket. || La corbeille à papier est pleine.=>The wastepaper basket is full.

g12_01	la formule	car racing (F1)	noun	G12	1	feminine	Often used in the context of professional racing competitions.	sports|racing	Il adore la formule 1.=>He loves Formula 1. || La formule 1 est un sport de vitesse.=>Formula 1 is a speed sport.
g12_02	la gymnastique	gymnastics	noun	G12	1	feminine	Refers to the physical exercise and competitive sport.	sports|leisure	Elle fait de la gymnastique le lundi.=>She does gymnastics on Mondays. || La gymnastique demande de la souplesse.=>Gymnastics requires flexibility.
g12_03	un tir	a shot / kick	noun	G12	1	masculine	Key term for ball sports like football or basketball.	sports|action	Le joueur a fait un tir puissant.=>The player made a powerful shot. || Son tir a fini dans le filet.=>His shot ended up in the net.
g12_04	un slogan	a slogan	noun	G12	1	masculine	Used in marketing and club branding contexts.	communication|marketing	Le slogan du club est "Toujours devant".=>The club's slogan is "Always ahead". || Un bon slogan est facile à retenir.=>A good slogan is easy to remember.
g12_05	un entrainement	training / practice	noun	G12	1	masculine	Essential for describing daily routines of athletes.	sports|routine	L'entrainement commence à 17h.=>Training starts at 5 PM. || Nous avons un entrainement intensif aujourd'hui.=>We have intensive training today.
g12_06	un mi-temps	half-time	noun	G12	1	masculine	Refers to the break or period in a sports match.	sports|time	On se repose pendant le mi-temps.=>We rest during half-time. || Le score était nul à la mi-temps.=>The score was a tie at half-time.
g12_07	un jeu	a game	noun	G12	1	masculine	Broad term for sports, board games, or play.	leisure|games	C'est un jeu d'équipe.=>It's a team game. || J'aime ce jeu vidéo.=>I love this video game.
g12_08	un début	a beginning	noun	G12	1	masculine	Used to indicate the start of an event or period.	time|general	C'est le début du match.=>It's the start of the match. || Le début du film était lent.=>The beginning of the movie was slow.
g12_09	un vestiaire	locker room	noun	G12	2	masculine	Specific location in sports facilities.	sports|places	Les joueurs sont dans le vestiaire.=>The players are in the locker room. || Le vestiaire est propre.=>The locker room is clean.
g12_10	un conseil	a piece of advice	noun	G12	2	masculine	Commonly used in interpersonal interactions and coaching.	communication|advice	Écoute le conseil de l'entraîneur.=>Listen to the coach's advice. || Merci pour ton conseil.=>Thank you for your advice.
g12_11	un tournoi	a tournament	noun	G12	2	masculine	Standard term for organized sports competitions.	sports|events	On participe à un tournoi de tennis.=>We are participating in a tennis tournament. || Le tournoi dure trois jours.=>The tournament lasts three days.
g12_12	un concours	a competition / contest	noun	G12	2	masculine	Often used for academic or artistic competitions.	events|academic	Je participe à un concours de dessin.=>I am participating in a drawing competition. || Elle a gagné le concours de chant.=>She won the singing contest.
g12_13	les jeux olympiques	the Olympic Games	noun	G12	2	masculine	High-frequency proper noun in sports discussions.	sports|events	Les jeux olympiques ont lieu tous les 4 ans.=>The Olympic Games take place every 4 years. || Il rêve d'aller aux jeux olympiques.=>He dreams of going to the Olympic Games.
g12_14	un carton	a card (penalty)	noun	G12	2	masculine	Specific to refereeing in sports like football.	sports|rules	L'arbitre a donné un carton rouge.=>The referee gave a red card. || Il a reçu un carton jaune pour une faute.=>He received a yellow card for a foul.
g12_15	un sondage	a survey / poll	noun	G12	2	masculine	Analytical term for collecting opinions.	communication|analysis	On fait un sondage sur les sports préférés.=>We are doing a survey on favorite sports. || Le sondage montre des résultats intéressants.=>The survey shows interesting results.
g12_16	un niveau	a level	noun	G12	2	masculine	Used for proficiency or physical heights/stages.	general|levels	Quel est ton niveau en français ?=>What is your level in French? || Elle a un niveau avancé.=>She has an advanced level.
g12_17	un forum	a forum / seminar	noun	G12	2	masculine	Meeting place for discussion or specific events.	events|discussion	Je participe à un forum sur le sport.=>I am participating in a sports forum. || Le forum est ouvert au public.=>The forum is open to the public.
g12_18	une mission	a mission	noun	G12	2	feminine	Refers to a specific task or objective.	general|goals	Sa mission est de gagner le match.=>His mission is to win the match. || Mission accomplie !=>Mission accomplished!
g12_19	une défaite	a defeat / loss	noun	G12	2	feminine	Antonym of victory; common in sports reports.	sports|results	L'équipe est triste après la défaite.=>The team is sad after the defeat. || Il faut accepter la défaite.=>One must accept defeat.
g12_20	une stratégie	a strategy / plan	noun	G12	2	feminine	Used in sports, business, and gaming contexts.	sports|planning	L'entraîneur change sa stratégie.=>The coach is changing his strategy. || Nous avons besoin d'une bonne stratégie.=>We need a good strategy.
g12_21	une victoire	a victory / win	noun	G12	2	feminine	Central theme in competitive sports discussion.	sports|results	C'est une grande victoire pour nous !=>It's a great victory for us! || La victoire était méritée.=>The victory was well-deserved.
g12_22	une enquête	a survey / investigation	noun	G12	2	feminine	Term used in journalism and formal research.	communication|media	Le journaliste fait une enquête.=>The journalist is doing an investigation. || L'enquête est en cours.=>The investigation is ongoing.
g12_23	une caractéristique	a characteristic	noun	G12	2	feminine	Academic term used to describe traits.	general|description	Quelles sont les caractéristiques de ce sport ?=>What are the characteristics of this sport? || Cette voiture a des caractéristiques uniques.=>This car has unique characteristics.
g12_24	une fois	a time / once	noun	G12	2	feminine	Used for frequency and counting occurrences.	time|frequency	Je joue au foot une fois par semaine.=>I play football once a week. || Encore une fois, s'il vous plaît.=>Once more, please.
g12_25	une énergie	energy	noun	G12	2	feminine	Used for physical stamina or scientific power.	general|physics	Le sport donne beaucoup d'énergie.=>Sport gives a lot of energy. || Nous utilisons l'énergie solaire.=>We use solar energy.
g12_26	une adrénaline	adrenaline	noun	G12	2	feminine	Often paired with extreme sports topics.	general|feelings	Les sports extrêmes donnent de l'adrénaline.=>Extreme sports give adrenaline. || Je sens l'adrénaline monter.=>I feel the adrenaline rising.
g12_27	une autorisation	permission / license	noun	G12	2	feminine	Formal term for getting consent.	general|formal	Il faut une autorisation pour sortir.=>Permission is needed to go out. || Avez-vous une autorisation parentale ?=>Do you have parental permission?
g12_28	le tir à l'arc	archery	noun	G12	3	masculine	Specific Olympic sport using bows and arrows.	sports|precision	Il faut un arc pour le tir à l'arc.=>A bow is needed for archery. || Le tir à l'arc demande de la concentration.=>Archery requires concentration.
g12_29	le patinage	ice skating	noun	G12	3	masculine	Refers to both leisure and professional skating.	sports|winter	On fait du patinage à la patinoire.=>We go skating at the rink. || Le patinage artistique est beau à voir.=>Figure skating is beautiful to watch.
g12_30	le volley	volleyball	noun	G12	3	masculine	Common abbreviation for "le volleyball".	sports|team	Le volley se joue avec un ballon.=>Volleyball is played with a ball. || On joue au volley sur la plage.=>We play volleyball on the beach.
g12_31	le handball	handball	noun	G12	3	masculine	Popular indoor team sport in French-speaking countries.	sports|team	Le handball est un sport d'équipe.=>Handball is a team sport. || J'aime regarder le handball à la télé.=>I like watching handball on TV.
g12_32	le yoga	yoga	noun	G12	3	masculine	Refers to the discipline of physical and mental wellness.	sports|wellness	Le yoga est un sport calme.=>Yoga is a calm sport. || Elle pratique le yoga tous les matins.=>She practices yoga every morning.
g12_33	le ping-pong	table tennis	noun	G12	3	masculine	Informal but standard term for table tennis.	sports|indoor	On joue au ping-pong avec une balle.=>We play ping-pong with a ball. || Le ping-pong est très rapide.=>Ping-pong is very fast.
g12_34	le golf	golf	noun	G12	3	masculine	Sport played on large grass courses.	sports|outdoor	Le golf se joue sur un terrain vert.=>Golf is played on a green field. || Mon père aime jouer au golf.=>My father likes playing golf.
g12_35	le rafting	rafting	noun	G12	3	masculine	Common anglicism used for river sports.	sports|extreme	Le rafting est un sport nautique extrême.=>Rafting is an extreme water sport. || Nous avons fait du rafting pendant les vacances.=>We went rafting during the holidays.
g12_36	le surf	surfing	noun	G12	3	masculine	Ocean sport using a board.	sports|water	Il fait du surf à la mer.=>He surfs at the sea. || Le surf est populaire en Australie.=>Surfing is popular in Australia.
g12_37	la planche à voile	windsurfing	noun	G12	3	feminine	Specific water sport combining sailing and surfing.	sports|water	La planche à voile est difficile.=>Windsurfing is difficult. || Il y a beaucoup de vent pour la planche à voile.=>There is a lot of wind for windsurfing.
g12_38	l'équitation (f)	horseback riding	noun	G12	3	feminine	Term for the art or practice of riding horses.	sports|animals	Monter à cheval, c'est l'équitation.=>Riding a horse is called equitation. || Elle prend des cours d'équitation.=>She is taking riding lessons.
g12_39	l'escalade (f)	climbing	noun	G12	3	feminine	Refers to mountain or indoor wall climbing.	sports|extreme	L'escalade se fait à la montagne.=>Climbing is done in the mountains. || J'ai peur de l'escalade.=>I am afraid of climbing.
g12_40	l'escrime (f)	fencing	noun	G12	3	feminine	Traditional combat sport using foils or sabres.	sports|combat	L'escrime est un sport individuel.=>Fencing is an individual sport. || L'escrime demande de la rapidité.=>Fencing requires speed.
g12_41	la boxe	boxing	noun	G12	3	feminine	Common combat sport involving gloves.	sports|combat	La boxe est un sport de combat.=>Boxing is a combat sport. || Il s'entraîne à la boxe.=>He trains in boxing.
g12_42	le billard	billiards / pool	noun	G12	3	masculine	Indoor table game played with balls and cues.	leisure|games	On joue au billard avec des boules.=>We play billiards with balls. || Il y a une table de billard ici.=>There is a pool table here.
g12_43	les cartes	cards (game)	noun	G12	3	feminine	Broad term for card games.	leisure|games	On joue aux cartes le soir.=>We play cards in the evening. || C'est ton tour de distribuer les cartes.=>It's your turn to deal the cards.
g12_44	l'aviron (m)	rowing	noun	G12	3	masculine	Water sport involving boats and oars.	sports|water	l'aviron se pratique sur l'eau.=>Rowing is practiced on water. || L'équipe d'aviron s'entraîne tôt.=>The rowing team trains early.
g12_45	l'haltérophilie (f)	weightlifting	noun	G12	3	feminine	Olympic sport focused on lifting heavy weights.	sports|strength	L'haltérophilie demande de la force.=>Weightlifting requires strength. || Il est champion d'haltérophilie.=>He is a weightlifting champion.
g12_46	les échecs (m.pl)	chess	noun	G12	3	masculine	Strategic board game.	leisure|games	Il joue aux échecs sur son ordi.=>He plays chess on his computer. || Les échecs sont un jeu de stratégie.=>Chess is a strategy game.
g12_47	les dominos	dominoes	noun	G12	3	masculine	Classic tile-based game.	leisure|games	Mon grand-père joue aux dominos.=>My grandfather plays dominoes. || Nous avons fait une partie de dominos.=>We played a game of dominoes.
g12_48	le roller	rollerblading	noun	G12	3	masculine	Urban leisure activity or sport.	sports|urban	Le roller est amusant.=>Rollerblading is fun. || Je vais au parc en roller.=>I go to the park on rollerblades.
g12_49	un ballon	large ball	noun	G12	4	masculine	Used for sports like football or basketball.	sports|equipment	C'est un ballon de foot.=>It's a football. || Lance-moi le ballon !=>Throw me the ball!
g12_50	une balle	small ball	noun	G12	4	feminine	Used for tennis, golf, or table tennis.	sports|equipment	On joue au tennis avec une balle.=>We play tennis with a ball. || La balle est sortie du terrain.=>The ball went out of bounds.
g12_51	un volant	shuttlecock	noun	G12	4	masculine	Specific equipment for badminton.	sports|equipment	Le volant est en plumes.=>The shuttlecock is made of feathers. || Il a frappé le volant très fort.=>He hit the shuttlecock very hard.
g12_52	une boule	heavy ball / bowl	noun	G12	4	feminine	Used in pétanque, bowling, or billiards.	sports|equipment	On lance la boule vers le cochonnet.=>We throw the bowl towards the jack. || La boule de bowling est lourde.=>The bowling ball is heavy.
g12_53	un terrain	field / court	noun	G12	4	masculine	General term for a sports playing area.	sports|places	Le terrain de foot est herbeux.=>The football field is grassy. || Ils sont sur le terrain.=>They are on the field.
g12_54	un court	tennis court	noun	G12	4	masculine	Specific term for a tennis playing area.	sports|places	On joue au tennis sur le court.=>We play tennis on the court. || Le court est en terre battue.=>The court is made of clay.
g12_55	un gymnase	gym / indoor hall	noun	G12	4	masculine	Facility for indoor sports like judo or basketball.	sports|places	Le cours d'EPS est au gymnase.=>The PE class is in the gym. || Le gymnase est fermé le dimanche.=>The gym is closed on Sundays.
g12_56	une piste	track / path	noun	G12	4	feminine	Used for cycling, skiing, or running.	sports|places	La piste de ski est glacée.=>The ski slope is icy. || Les cyclistes sont sur la piste.=>The cyclists are on the track.
g12_57	un maillot de bain	swimsuit	noun	G12	4	masculine	Essential equipment for swimming.	sports|equipment	N'oublie pas ton maillot de bain.=>Don't forget your swimsuit. || Elle a un nouveau maillot de bain.=>She has a new swimsuit.
g12_58	Ça te dit de + inf?	Does it appeal to you to...?	phrase	G12	4		Used for making informal suggestions.	communication|proposals	Ça te dit de sortir ?=>Do you feel like going out? || Ça te dit de jouer au tennis ?=>Do you want to play tennis?
g12_59	avoir envie de + inf	To feel like...	phrase	G12	4		Used to express desires or inclinations.	communication|feelings	J'ai envie de manger une pizza.=>I feel like eating a pizza. || Elle a envie de voyager.=>She feels like traveling.
g12_60	Pourquoi pas ?	Why not?	phrase	G12	4		Used to accept a proposal enthusiastically.	communication|agreement	Pourquoi pas ? C'est une bonne idée.=>Why not? It's a good idea. || On y va ? Pourquoi pas !=>Shall we go? Why not!
g12_61	Je ne peux pas.	I can't.	phrase	G12	4		Polite or direct way to refuse a proposal.	communication|refusal	Je ne peux pas venir ce soir.=>I can't come tonight. || Désolé, je ne peux pas t'aider.=>Sorry, I can't help you.
g12_62	À mon avis...	In my opinion...	phrase	G12	4		Phrase used to introduce a personal viewpoint.	communication|opinion	À mon avis, ce film est génial.=>In my opinion, this movie is great. || À mon avis, c'est trop cher.=>In my opinion, it's too expensive.
g12_63	Je suis pour / contre	I am for / against	phrase	G12	4		Standard way to express stance on a topic.	communication|debate	Je suis contre les sports extrêmes.=>I am against extreme sports. || Je suis pour cette nouvelle loi.=>I am for this new law.
g12_64	devoir + inf	must / have to	verb	G12	4		Modal verb expressing obligation or necessity.	grammar|verbs	Tu dois faire tes devoirs.=>You must do your homework. || Nous devons partir maintenant.=>We have to leave now.
g12_65	il faut + inf	it is necessary to	verb	G12	4		Impersonal expression of necessity.	grammar|verbs	Il faut étudier pour réussir.=>It is necessary to study to succeed. || Il faut manger sainement.=>It is necessary to eat healthily.
g12_66	le melon	melon	noun	G12	5	masculine	Summer fruit often served as a starter or dessert.	food|fruit	Le melon est très sucré.=>The melon is very sweet. || J'aime manger du melon en été.=>I like eating melon in summer.
g12_67	la courgette	zucchini	noun	G12	5	feminine	Common summer squash used in many dishes.	food|vegetables	J'aime les pâtes à la courgette.=>I like pasta with zucchini. || La courgette est bonne grillée.=>Zucchini is good grilled.
g12_68	l'avocat (m)	avocado	noun	G12	5	masculine	Fruit also known as a homonym for "lawyer".	food|fruit	L'avocat est un fruit vert.=>Avocado is a green fruit. || Je mange de l'avocat avec du pain.=>I eat avocado with bread.
g12_69	le pamplemousse	grapefruit	noun	G12	5	masculine	Citrus fruit known for its bitter taste.	food|fruit	Le pamplemousse est un peu amer.=>Grapefruit is a bit bitter. || Je bois du jus de pamplemousse.=>I drink grapefruit juice.
g12_70	la goyave	guava	noun	G12	5	feminine	Tropical fruit common in juices.	food|fruit	Le jus de goyave est bon.=>Guava juice is good. || La goyave est un fruit tropical.=>Guava is a tropical fruit.
g12_71	le poivron	bell pepper	noun	G12	5	masculine	Vegetable available in various colors.	food|vegetables	Le poivron peut être rouge ou vert.=>The pepper can be red or green. || On met du poivron dans la salade.=>We put peppers in the salad.
g12_72	la mandarine	tangerine	noun	G12	5	feminine	Small citrus fruit similar to an orange.	food|fruit	J'épluche une mandarine.=>I am peeling a tangerine. || La mandarine est facile à manger.=>The tangerine is easy to eat.
g12_73	le haricot vert	green bean	noun	G12	5	masculine	Common vegetable side dish.	food|vegetables	Je mange de la viande avec des haricots verts.=>I am eating meat with green beans. || Les haricots verts sont frais.=>The green beans are fresh.
g12_74	la noisette	hazelnut	noun	G12	5	feminine	Nut often used in chocolate products.	food|nuts	Le chocolat à la noisette est délicieux.=>Hazelnut chocolate is delicious. || J'aime ramasser des noisettes.=>I like picking hazelnuts.
g12_75	un oignon	an onion	noun	G12	5	masculine	Base ingredient for many savory recipes.	food|vegetables	On coupe l'oignon pour la soupe.=>We cut the onion for the soup. || L'oignon fait pleurer.=>Onions make you cry.
g12_76	le légume	vegetable	noun	G12	5	masculine	General category for plants consumed as food.	food|vegetables	Il faut manger beaucoup de légumes.=>One must eat many vegetables. || Quel est ton légume préféré ?=>What is your favorite vegetable?
g12_77	la pastèque	watermelon	noun	G12	5	feminine	Large, hydrating summer fruit.	food|fruit	La pastèque est rafraîchissante en été.=>Watermelon is refreshing in summer. || On a acheté une grosse pastèque.=>We bought a big watermelon.
g12_78	un kiwi	a kiwi	noun	G12	5	masculine	Small fuzzy fruit rich in vitamins.	food|fruit	Le kiwi contient de la vitamine C.=>Kiwi contains vitamin C. || Je mange un kiwi au petit-déjeuner.=>I eat a kiwi at breakfast.
g12_79	la noix	walnut / coconut	noun	G12	5	feminine	General term for nuts or specifically walnuts.	food|nuts	La noix est un fruit sec.=>The walnut is a dry fruit. || J'ajoute des noix dans le gâteau.=>I'm adding walnuts to the cake.
g12_80	une prune	a plum	noun	G12	5	feminine	Small stone fruit, often purple or red.	food|fruit	La prune est un petit fruit violet.=>The plum is a small purple fruit. || La tarte aux prunes est excellente.=>The plum tart is excellent.
g12_81	le bonbon	candy / sweet	noun	G12	5	masculine	General term for confectionery.	food|sweets	Ne mange pas trop de bonbons.=>Don't eat too many candies. || Il a donné un bonbon à l'enfant.=>He gave a candy to the child.
g12_82	le thé	tea	noun	G12	5	masculine	Common hot beverage.	food|drinks	Je bois du thé le matin.=>I drink tea in the morning. || Tu veux un thé à la menthe ?=>Do you want a mint tea?
